"ward","total_households","total_individuals","target","dw_00","dw_01","dw_02","dw_03","dw_04","dw_05","dw_06","dw_07","dw_08","dw_09","dw_10","dw_11","dw_12","dw_13","psa_00","psa_01","psa_02","psa_03","psa_04","stv_00","stv_01","car_00","car_01","lln_00","lln_01","lan_00","lan_01","lan_02","lan_03","lan_04","lan_05","lan_06","lan_07","lan_08","lan_09","lan_10","lan_11","lan_12","lan_13","lan_14","pg_00","pg_01","pg_02","pg_03","pg_04","lgt_00","pw_00","pw_01","pw_02","pw_03","pw_04","pw_05","pw_06","pw_07","pw_08","ADM4_PCODE","lat","lon","NL"
"41802004: Ward 4",1642.59886,4794.95356,10.7734227942,0.9242667622,0.0083613902,0.0017242433,0,0.000709388,0,0.0014919406,0.0452390305,0.0079557221,0.0022212849,0.0008621216,0.0071681165,0,0,0.2173768227,0.6483306253,0,0.0125186489,0.1217739031,0.1190052999,0.8809947001,0.1950635105,0.8049364895,0.052158468,0.947841532,0.1402441028,0.0194278941,0.0152837142,0.1012158833,0.0052184405,0.0033729336,0.1070022584,0.5875976576,0.0050976052,0.0002495415,0.000280376,0.0010906696,0.0039083986,0,0.0100105245,0.8661723723,0.0138930313,0.0027468274,0.1156618272,0.0015259418,0.8326180136,0.2008407823,0.556404392,0.1848546151,0.0433513755,0.0022808977,0.0037794985,0.0084884389,0,0,"ZA4182004",-28.1244987802,25.2410253568,0.1190191566
"41803001: Ward 1",1160.53815,4973.79635,32.2171959621,0.799053284,0.001220227,0.0090843545,0,0,0,0.0017906434,0.0676882875,0.1191831479,0,0,0.0019800555,0,0,0.340822565,0.5197729416,0,0.0159033572,0.1235011361,0.074688652,0.925311348,0.1274279437,0.8725720563,0.0339241928,0.9660758072,0.0172024856,0.0088791171,0.0071199538,0.2473242295,0.0035732203,0.0008708901,0.6107401784,0.0857757194,0.0079847861,0.0013052042,0.0013631921,0.0011619796,0.0066990439,0,0,0.9851792324,0.0069196661,0.0069973492,0.000218288,0.0006854643,0.9748702014,0.1756664527,0.8182272336,0,0.0008992121,0.0018674354,0,0.0033396662,0,0,"ZA4183001",-28.3083847149,26.139152044,5.6365890454
"41803002: Ward 2",1135.22813,4700.22081,29.0429572072,0.7944820395,0,0.0064647623,0,0,0,0.0019170244,0.1434958364,0.0517025948,0.0009113058,0.0010264369,0,0,0,0.3292504315,0.4406699012,0.0004619868,0.0999144123,0.1297032681,0.088347203,0.911652797,0.1325216281,0.8674783719,0.0299572915,0.9700427085,0.0054089161,0.0064440866,0.0095907601,0.260626796,0.0073740302,0.0002397972,0.5946179005,0.1003629061,0.008889493,0,0,0.000254571,0.0061907432,0,0,0.9901228853,0.0051377118,0.0022763654,0.000254571,0.0022084665,0.9658430064,0.3439639132,0.6432693401,0.0022451963,0,0.0040197295,0.0009977642,0.0055040567,0,0,"ZA4183002",-28.3013310188,26.1421040338,5.6499552372
"41803003: Ward 3",1634.8336,6320.83152,28.7727087332,0.9024792554,0.0040823543,0.0015590639,0,0.0006383341,0.0091154843,0.0021183624,0.018365704,0.0555987716,0.0022917317,0.0008662166,0.0028847217,0,0,0.3147907477,0.5482702124,0,0.0242438672,0.1126951727,0.1038375343,0.8961624657,0.1670981132,0.8329018868,0.1091978229,0.8908021771,0.0059691782,0.0123389937,0.0065570835,0.2512060581,0.0112923418,0.001587394,0.5682514869,0.1245655334,0.0057579244,0.0003566303,0,0.0068303371,0.0052870386,0,0,0.9943847562,0.0026615897,0.0022606266,0.0005147123,0.0001783151,0.9728674099,0.2677210574,0.7300815447,0.0006383341,0,0.0015590639,0,0,0,0,"ZA4183003",-28.3072518148,26.1491784029,5.6324093562
"41803004: Ward 4",1887.84253,7452.75578,20.8274410472,0.6401199734,0.0036729123,0.0132059743,0.0012172255,0.0050529956,0.0054521973,0.0125415121,0.0230619288,0.2867578685,0.0013501179,0.0011469389,0.0064203554,0,0,0.3060326176,0.5349305462,0,0.0240000512,0.135036785,0.2015607679,0.7984392321,0.3699500456,0.6300499544,0.1759757632,0.8240242368,0.1822957736,0.0136554361,0.0110119213,0.1570352329,0.0087328301,0.0030391483,0.4912016908,0.0882170769,0.007169548,0.0089119128,0.0029446799,0.0021645389,0.007787141,0,0.0158330695,0.7987360133,0.0046152069,0.0071599931,0.1838550706,0.0056337161,0.8625030235,0.4019243808,0.4941776579,0.0440480012,0.0025547417,0.0012798313,0.005297052,0.0507183351,0,0,"ZA4183004",-28.2746269421,26.1576660626,5.6908757054
"41803005: Ward 5",2041.12584,7286.77925,7.2692377458,0.8811878791,0.0098711209,0.0038931358,0.0005068477,0,0.0030094372,0.005556943,0.0056869399,0.0835275301,0.0012646746,0.0019584682,0.0035370235,0,0,0.1690763776,0.671116554,0,0.0223668653,0.1374402031,0.1125464415,0.8874535585,0.2244126751,0.7755873249,0.0905693301,0.9094306699,0.1435342302,0.0123140467,0.007701618,0.1668151495,0.0011969554,0.0044279316,0.5399317181,0.1105519506,0.0071481265,0,0.0005534914,0.0009224857,0.0009224857,0,0.0039798104,0.8660641737,0.0149351649,0.0003689943,0.1169711927,0.0016604743,0.8294338432,0.3077777115,0.3206986248,0.2210023807,0.0516227701,0.0096466909,0.0011578218,0.0880940001,0,0,"ZA4183005",-28.1587946726,26.0244896822,0.2604102855
"41803006: Ward 6",1295.92584,5738.60913,29.370693002,0.7809190455,0.0017983128,0.0053686714,0,0.0008740392,0,0.0030595346,0.1704097975,0.0288297979,0.0059505951,0,0.002790206,0,0,0.3599688745,0.4766587143,0.0001891957,0.0388579157,0.1243252997,0.0829457957,0.9170542043,0.1388879706,0.8611120294,0.0418010339,0.9581989661,0.0228644741,0.0225942553,0.0104569345,0.2274435478,0.005850733,0.0036277344,0.5286552737,0.1640838779,0.0111433239,0.0001964065,0,0.0001885422,0.0028948966,0,0,0.9655102751,0.0290357709,0.0036170454,0.0007943737,0.0010425348,0.9381610525,0.1796855598,0.7812987046,0.0216369326,0.0017480784,0,0,0.0156307247,0,0,"ZA4183006",-27.8411519043,25.9300901293,4.4204351088
"41803007: Ward 7",1400.6122,5491.70071,24.1199169906,0.8565436743,0.0047882776,0.0030375075,0,0,0.0050142359,0.0018197828,0.0841629039,0.0388575082,0.0010110722,0.0007386341,0.0040264036,0,0,0.2871430188,0.5673344132,0.0002017335,0.0248467346,0.1204740999,0.1295126874,0.8704873126,0.1710290829,0.8289709171,0.0566009849,0.9433990151,0.0179744027,0.0638822759,0.014982153,0.1922037062,0.0060981856,0.0018196112,0.5052395818,0.1690393922,0.0200160016,0.000205237,0.0016109181,0,0.0069285349,0,0,0.9828706907,0.0108795823,0.0023343971,0.0018056665,0.0021096634,0.9443150431,0.3236219633,0.650639042,0.008963052,0.0027672256,0,0.0007386341,0.0132700829,0,0,"ZA4183007",-27.8396321978,25.9175146197,4.4471408229
"41803008: Ward 8",1436.23619,5660.39468,19.351652739,0.6218525172,0.0056542789,0.0136886469,0.0045872608,0.0032898976,0,0.0052768758,0.2727115587,0.0665275674,0.0007266005,0.0017063071,0.0039784891,0,0,0.2617894518,0.5139951442,0.0005893882,0.0375664016,0.1860596141,0.2555933923,0.7444066077,0.3781159142,0.6218840858,0.1659704592,0.8340295408,0.202378962,0.0119769422,0.0140048503,0.1050678148,0.0042087525,0.0034039376,0.4598370709,0.1135681267,0.0071065115,0.0009818768,0.0003902678,0.0021951296,0.0080999617,0,0.0667797956,0.7788310585,0.023145598,0.0041558869,0.1870108323,0.0068566244,0.9347866732,0.5011537761,0.4435127693,0.037519386,0.0079551957,0.0026923009,0,0.007166572,0,0,"ZA4183008",-27.8065198344,25.670799433,0
"41804001: Ward 1",3504.41696,11740.82744,31.245571874,0.7445251549,0.0009509342,0.0059145245,0,0.0006993061,0.0045187831,0.0058885259,0.0753361866,0.1572372883,0.0038694768,0,0.0010598197,0,0,0.2905078716,0.5496343331,0.0002884269,0.0138146286,0.1457547399,0.167436654,0.832563346,0.1729326353,0.8270673647,0.0634452043,0.9365547957,0.0800569606,0.0257806796,0.002933858,0.0334472942,0.0042227816,0.0014186837,0.7991505818,0.0037015211,0.0119818889,9.60E-05,0,0.0021818547,0.0047915277,0,0.0302363698,0.9237758391,0.0062438334,0.0033851958,0.0652479013,0.0013472304,0.8180078206,0.3281832251,0.5358650302,0.0974370584,0.0191617353,0.002355125,0.0019018684,0.0150959576,0,0,"ZA4184001",-28.2391161758,27.2018822801,0.3473409023
"41804002: Ward 2",3418.38276,12590.91872,29.7982648965,0.7228662217,0.0025203058,0.0048983748,0.0003052818,0.0009653454,0,0.0062609987,0.1063598273,0.1355253968,0,0,0.0202982477,0,0,0.311586957,0.5179188425,0,0.052571495,0.1179227055,0.1143928131,0.8856071869,0.1093555451,0.8906444549,0.0162607566,0.9837392434,0.0181660358,0.0055062265,0.0029180277,0.0374227465,0.0058878634,0.0007137843,0.8985064594,0.0116515199,0.0151074107,8.95E-05,0.0004391856,0.0007189388,0.0028722844,0,0,0.9932219974,0.002667571,0.0021460721,0.0011412892,0.0008230702,0.9428980972,0.3638827912,0.6177014858,0.0069138776,0.0048301057,0.0004142661,0.0021634646,0.0040940091,0,0,"ZA4184002",-28.0124925175,27.0862223293,5.299835354
"41804003: Ward 3",4445.76162,13987.86916,20.8420886948,0.779192466,0.0033064031,0.0239035308,0.0005168811,0.0042334996,0.0030084092,0.0163380577,0.0288442253,0.1207200916,0.0077656638,0.001060347,0.0111104248,0,0,0.2465716022,0.6048829184,0.0001552374,0.0181790133,0.1302112287,0.2710741495,0.7289258505,0.3552321166,0.6447678834,0.1623813109,0.8376186891,0.2351849622,0.016397178,0.0024170744,0.0374953958,0.008700105,0.0019018601,0.6308034754,0.0108559966,0.0125155517,0.0001570318,0.0003883007,0.0020430767,0.0075394486,0,0.0336005431,0.757494604,0.0055025829,0.0034700403,0.2287681371,0.0047646356,0.8472594489,0.4696272334,0.3856829958,0.0485214792,0.0086466287,0.0062435084,0.0433771953,0.0379009593,0,0,"ZA4184003",-27.9690306831,27.0506675621,5.4791554358
"41804004: Ward 4",3521.56703,11726.61473,27.1826871914,0.8258779075,0.0009117532,0.0020959561,0.0006179806,0.0005875453,0.0009117532,0.0056631891,0.0598880011,0.0647955521,0.000567929,0,0.0380824329,0,0,0.2942721092,0.5477276143,0.0008567664,0.0376505454,0.1194929647,0.2336663545,0.7663336455,0.1824665368,0.8175334632,0.0555528685,0.9444471315,0.0217436571,0.0252631042,0.0031397331,0.1469038712,0.0140141118,0.002584352,0.7326256961,0.0112663171,0.0137177501,0.0036899311,0.0024698415,0.0099042787,0.012677356,0,0,0.9893745729,0.004871156,0.0017897126,0.0019448443,0.0020197142,0.9441180508,0.5056569461,0.4228792061,0.0129382799,0.0020655237,0.0007237715,0.0002937726,0.0554425,0,0,"ZA4184004",-28.1660370799,26.9574351157,6.2270321983
"41804005: Ward 5",3813.78081,11107.70054,27.4523173239,0.7030176467,0.0005592062,0.0043974892,0,0.0012050666,0,0.0028405434,0.0893978015,0.1938643899,0,0.0002969992,0.0044208571,0,0,0.253833143,0.6036212388,0.0001077217,0.0193872259,0.1230506706,0.1559423233,0.8440576767,0.1206143281,0.8793856719,0.0580328658,0.9419671342,0.0202967526,0.0127185307,0.0032471329,0.1572526297,0.0138497162,0.0015740693,0.7129531771,0.0115903323,0.0334659814,0.0023892839,0.0014019319,0.0127996132,0.0128597435,0,0.0036011054,0.9837070653,0.0034094293,0.0024382148,0.0052913373,0.0051539533,0.9294368677,0.3782383655,0.4480064102,0.0557780614,0.0057374246,0.009736312,0.001835449,0.1006679773,0,0,"ZA4184005",-28.1238841251,26.8884770969,18.7210716265
"41804006: Ward 6",2799.9631,9642.07965,32.818582502,0.7174187903,0.0033951197,0.0013148388,0,0.0008323253,0.0041542905,0.0013148388,0.0800479621,0.123519885,0,0,0.0680019497,0,0,0.2963413469,0.5662766839,0.0001240956,0.020480898,0.1167769756,0.1077372913,0.8922627087,0.1081942366,0.8918057634,0.0084479078,0.9915520922,0.0062234676,0.0042084075,0.0008193087,0.1180362589,0.0058539788,0.0017486228,0.8188471405,0.0093278466,0.010632562,0.0016107376,0.0011655349,0.01221607,0.0093100641,0,0,0.9965687423,0.0009195029,0.0009783616,0.0001122133,0.0014211799,0.9645660259,0.1450206219,0.8269859342,0.0181956434,0,0.0005057638,0.0009103013,0.0083817355,0,0,"ZA4184006",-28.147887275,26.8930666856,15.6249477019
"41804007: Ward 7",3631.77023,12195.56442,33.9456048132,0.6440423903,0.0017690051,0.0030941605,0,0.0006237674,0.0009446137,0.0038944231,0.1431536515,0.187310374,0.0003899255,0.000596742,0.0141809467,0,0,0.2827060152,0.5686869374,0.0005705025,0.0291859079,0.118850637,0.0994614987,0.9005385013,0.1104784897,0.8895215103,0.0150902443,0.9849097557,0.0130209472,0.0124481652,0.0025573855,0.1500186779,0.0059611034,0.0015601254,0.770437749,0.0047289365,0.0168352905,0.0012025224,0.0009681618,0.0105071513,0.0097537839,0,0,0.994684679,0.0008167978,0.0013058453,0.0007275243,0.0024651536,0.9151437259,0.2954870633,0.6237947217,0.0391915322,0.0281003432,0.0037067626,0.0007107718,0.0090088051,0,0,"ZA4184007",-28.1452218901,26.8835081149,16.466564032
"41804008: Ward 8",3220.33261,10166.67707,15.1596129693,0.8671916066,0.0007609959,0.0248469955,0.0029998237,0.001887097,0,0.0601670739,0.0026544711,0.0015417445,0.0299752671,0.0003618384,0.0076130863,0,0,0.2783784653,0.5557517487,0.0003285164,0.0539908493,0.1115504203,0.4335441674,0.5664558326,0.5053554484,0.4946445516,0.1779626919,0.8220373081,0.1902635096,0.0490157479,0.0044108316,0.1358032463,0.0161804549,0.001407092,0.4998693698,0.0169175581,0.0104739847,0.0044927177,0.0009940328,0.0227486482,0.017029395,0,0.0303934115,0.7834101118,0.0161628159,0.0108309027,0.1876197126,0.001976457,0.9760590755,0.8037933107,0.188099592,0.0009828923,0.0008015818,0,0.0004397434,0.0058828799,0,0,"ZA4184008",-28.0446038304,26.8769578114,18.0494104268
"41804009: Ward 9",3416.33875,11381.35714,10.2799565763,0.8573414361,0.0010871434,0.0576284246,0.0053527537,0.0155704671,0.0015016573,0.0477082842,0.000292711,0.0023967881,0.0092041634,0.0003410786,0.0015750926,0,0,0.2344459441,0.5452702471,0.0003909859,0.0312230822,0.1886697407,0.5730175206,0.4269824794,0.7317439232,0.2682560768,0.278961394,0.721038606,0.3947386164,0.0526713522,0.0022337582,0.0555837157,0.0100598636,0.0034236725,0.2906730972,0.017020609,0.0075721778,0.0060229794,0.0022809143,0.0193346837,0.017748683,0,0.120635877,0.572843262,0.015767544,0.0061933405,0.403200008,0.0019958455,0.9867536233,0.9345887377,0.0586922916,0,0.0006821572,0.0003315508,0.0009265006,0.0047787621,0,0,"ZA4184009",-28.1559901875,26.7999742436,7.3553455828
"41804010: Ward 10",3285.74217,11936.56937,21.843972925,0.7401710585,0.0055455295,0.0103009665,0,0.0046044727,0,0.0033703284,0.0943782847,0.134887507,0.0003546353,0,0.0063872175,0,0,0.2798797348,0.5787713794,0.000207052,0.0224049039,0.1187369299,0.1863018911,0.8136981089,0.2071878847,0.7928121153,0.0677885751,0.9322114249,0.0765694423,0.0180962464,0.0022857162,0.1431229491,0.0134274526,0.0025226771,0.6852524822,0.0208256839,0.0171369615,0.004072077,0.002013096,0.0107824389,0.0038927768,0,0,0.9332191005,0.0058693338,0.0032385511,0.0572043607,0.0004686539,0.9487680374,0.4511596325,0.4918089084,0.0363658692,0.0080906713,0.0024751516,0.0014016225,0.0086981444,0,0,"ZA4184010",-27.7476655485,26.8681322158,0.036738553
"41804011: Ward 11",3582.70927,12629.63122,24.5070770144,0.6195494534,0.0019328529,0.0019668132,0.0006043583,0,0.0020277531,0.0813635319,0.1172354407,0.1672797693,0.0018362751,0.0040152574,0.0021884946,0,0,0.2704771525,0.5570729301,8.57E-05,0.0451445082,0.12721974,0.2486751179,0.7513248821,0.2090552745,0.7909447255,0.0666509538,0.9333490462,0.5276489118,0.0270918734,0.0020853063,0.0784452169,0.0145178847,0.0018585586,0.3058901034,0.0086936846,0.0052985268,0.0021305499,0.0022688881,0.0084055978,0.0056883593,0,0.0099765383,0.5128674161,0.4789674413,0.0044105785,0.0007597562,0.002994808,0.8354536845,0.4109151731,0.4634642682,0.0654309916,0.0224269077,0.0117557515,0.0010457449,0.024961163,0,0,"ZA4184011",-28.0100009277,26.8369100738,28.0310031123
"41804012: Ward 12",6140.6033,17832.34034,27.2988901595,0.3031654056,0.0331466665,0.003565565,0.0007017144,0.0008209373,0,0.0048081872,0.1067916812,0.4709835481,0.0006048347,0.0005533772,0.0748580828,0,0,0.2674416459,0.5970612016,0.0006803313,0.0167038501,0.1181129711,0.1687909721,0.8312090279,0.155267594,0.844732406,0.0689758659,0.9310241341,0.025255044,0.0404045945,0.0044546929,0.1971476678,0.0233416406,0.0050117118,0.6515729073,0.0129979995,0.0128959102,0.0023294682,0.0019811141,0.014017791,0.0085894581,0,0,0.9940224756,0.0035661404,0.0006535923,0.000314367,0.0014434247,0.7829385689,0.3049835673,0.4814886234,0.0985468317,0.0512606978,0.0065123813,0,0.0572078984,0,0,"ZA4184012",-27.9631159729,26.807170886,36.3820852172
"41804013: Ward 13",2261.20044,6541.34462,29.5614456894,0.505130213,0.0082606034,0.0014159603,0.0011271933,0.0006262691,0.0006262691,0.0038968991,0.0976139603,0.3721716992,0,0,0.0091309331,0,0,0.2629713323,0.6128265537,0.0003382821,0.0116939123,0.1121699196,0.0825919218,0.9174080782,0.1099961974,0.8900038026,0.0115527175,0.9884472825,0.0120855412,0.0144699348,0.0010306413,0.1614189163,0.0224915241,0.0013637441,0.718444753,0.0124086522,0.0102562613,0.0020261782,0.0005487587,0.0263965224,0.0170585723,0,0,0.9940456172,0.0022026419,0.0023604398,0,0.0013913011,0.7379901536,0.4200852314,0.3309061933,0.1762973565,0.0201479441,0.0374092798,0.0006262691,0.0145277258,0,0,"ZA4184013",-27.9615155683,26.8694514276,20.8658216849
"41804014: Ward 14",3661.66135,12375.69462,26.2923863781,0.9130922006,0.0005650659,0.0024064678,0.000282533,0.000282533,0.0006275649,0.0113539009,0.0487291349,0.0120042914,0.0003867425,0.000282533,0.0099870323,0,0,0.2968107983,0.5422595827,8.74E-05,0.0593861171,0.1014560749,0.3016778764,0.6983221236,0.19866208,0.80133792,0.0623052457,0.9376947543,0.0147212375,0.0394374219,0.0015222556,0.1120800959,0.0191816579,0.0025222625,0.7704995318,0.0108350338,0.0092650945,8.77E-05,0.0022577141,0.0113947479,0.0061952167,0,0,0.9926984066,0.0036935979,0.0022545732,0.0005291178,0.0008243044,0.9912556578,0.6520719345,0.3373081402,0.0024919372,0,0.0006692754,0.0003093377,0.007149375,0,0,"ZA4184014",-27.972210174,26.8226168626,33.848596507
"41804015: Ward 15",3977.18078,13092.59768,26.7275768641,0.772729823,0.0016780655,0.0048307309,0.0008319838,0,0.0057837099,0.0085527518,0.0871923629,0.1148246095,0.0003560613,0,0.0032199014,0,0,0.2922677412,0.5505716548,9.14E-05,0.0493746112,0.1076946023,0.221305105,0.778694895,0.1663597625,0.8336402375,0.0283791651,0.9716208349,0.0125385553,0.0094720775,0.0011155594,0.1340151392,0.0245343214,0.0013548564,0.7558952083,0.016716484,0.0126319989,0.0014611982,0.0009452425,0.0204287909,0.008890568,0,0,0.9952407061,0.0027226033,0.0010860794,0.0003331096,0.0006175016,0.9428896038,0.6218025624,0.3371942374,0.0365239897,0.0002929814,0.0003560613,0,0.0038301679,0,0,"ZA4184015",-27.9615492917,26.8488234191,26.6330732715
"41804016: Ward 16",4044.01385,13821.21451,27.2589924488,0.6897989976,0.0008860875,0.0053271751,0.0023669083,0.0003501768,0.0011144225,0.006875973,0.1659409104,0.1236819429,0.0012766326,0,0.0023807733,0,0,0.2892444624,0.5764635781,0.0003216939,0.0209432883,0.1130269774,0.214303042,0.785696958,0.197981592,0.802018408,0.0393286264,0.9606713736,0.0172419848,0.0156275977,0.0031349409,0.1087482138,0.0222738986,0.0020172547,0.7678798084,0.0219599732,0.0114610283,0.0021486889,0.0008299611,0.0129384585,0.0137381914,0,0,0.9911605945,0.0043473698,0.0023025466,0.0011959499,0.0009935393,0.8634813726,0.4457872245,0.3800060947,0.0620957863,0.067042896,0.0212278106,0.008193968,0.0156462199,0,0,"ZA4184016",-27.9588612525,26.8226197331,32.5205097869
"41804017: Ward 17",4491.79655,14172.8805,29.6160096565,0.4782132998,0.0010231674,0.0041435136,0.0005378961,0.0004897328,0.0019203652,0.00806126,0.1694919508,0.3345018977,0,0.0008531642,0.0007637523,0,0,0.2804519759,0.5875192245,0,0.0137346956,0.118294104,0.1260405171,0.8739594829,0.119109355,0.880890645,0.0084455361,0.9915544639,0.0151335108,0.0142404848,0.0023306017,0.174409133,0.0204840392,0.00485642,0.699068979,0.0139098082,0.012893046,0.0013425288,0.0016582804,0.0183033033,0.0213698648,0,0,0.9953630633,0.0015430272,0.0023820055,0.0003952725,0.0003166315,0.96184774,0.2981320091,0.5515094912,0.0776908006,0.0347268578,0.0152290179,0.0007977543,0.0219140691,0,0,"ZA4184017",-27.9581256852,26.8385866756,28.7961597266
"41804018: Ward 18",2883.21856,9684.7036,27.4690840642,0.7080724258,0,0.00572197,0.0004911594,0.001375175,0.0045470226,0.0073022421,0.0517048316,0.2183411964,0,0,0.0024439771,0,0,0.2750644656,0.5932170944,0.0001121067,0.0110372743,0.120569059,0.138542383,0.861457617,0.1336310384,0.8663689616,0.0334010024,0.9665989976,0.009713685,0.0195145157,0.003221413,0.1686941405,0.0134407417,0.0044859298,0.7248297212,0.024362282,0.010538371,0.0014658951,0.0003520356,0.0100448815,0.009336388,0,0,0.9954441765,0.0019565338,0.0019110218,0.0004503256,0.0002379422,0.813591662,0.3647842882,0.4442044449,0.0952219349,0.0415519904,0.0065590761,0.0291047343,0.0185735312,0,0,"ZA4184018",-27.8523696351,26.7692028676,14.7174033605
"41804019: Ward 19",3226.9463,14259.37513,29.0583642498,0.8926933429,0,0.0016085672,0.0007020197,0,0.0003233924,0.0083444866,0.0410307014,0.0520410984,0,0.0011104461,0.0021459452,0,0,0.3074013973,0.5506504996,7.77E-05,0.0089995732,0.1328708364,0.1271395561,0.8728604439,0.1051550904,0.8948449096,0.0147802955,0.9852197045,0.0117892845,0.0072950272,0.0154446557,0.1148350903,0.0166411963,0.0012528529,0.7635769759,0.0218436935,0.0084118293,0.0013212816,0.0008505387,0.0274169721,0.009320602,0,0,0.9962290388,0.0003134724,0.0015657376,0.0006951518,0.0011965994,0.9838389254,0.5889043056,0.3965860355,0.0033313384,0.0017820501,0,0.0003510099,0.0090452605,0,0,"ZA4184019",-27.7802682622,26.6604571212,9.048674092
"41804020: Ward 20",3438.91392,11058.49034,24.8054667795,0.8357932379,0.0010800067,0.0008235856,0.0003034592,0.0007506323,0.0046775088,0.0189974717,0.0696405742,0.0664771045,0.0004117928,0,0.0010446263,0,0,0.2706433055,0.6129495891,9.78E-05,0.0081703539,0.1081389108,0.2213627668,0.7786372332,0.1757595898,0.8242404102,0.0770128233,0.9229871767,0.0189403231,0.0108147149,0.0022143628,0.1309703048,0.0206662458,0.0011030837,0.7437022321,0.041983104,0.016752227,0.0009989637,0.0002945393,0.0070206102,0.0045392887,0,0,0.99517801,0.0012904067,0.0030209151,0.0003022854,0.0002083829,0.9345712468,0.3724992192,0.5885504979,0.0235743441,0.0091545095,0.0003034592,0,0.0059179702,0,0,"ZA4184020",-27.8589955261,26.758813851,16.7313021052
